title,Topic,article,keywords
"IMF in new tax onslaught on rich Kenyans, large investors",economy,"Economy IMF in new tax onslaught on rich Kenyans, large investors

Multiple tax incentives and exemptions handed out to the ultra-wealthy and large investors in the past decade are undermining Kenya’s ambition to grow revenues. CONCEPT | SHUTTERSTOCK

By KEPHA MUIRURI

More by this Author

Multiple tax incentives and exemptions handed out to the ultra-wealthy and large investors in the past decade are undermining Kenya’s ambition to grow revenues, the International Monetary Fund (IMF) has said.

The IMF, in a new analysis of tax policy and administrative changes in the East African Community countries, says that Kenya’s tax-to-GDP ratio has been on a downward trajectory since peaking in 2014 after the country implemented policies that have ended up narrowing the tax base.

Read more HERE","['ultrawealthy', 'tax', 'rich', 'onslaught', 'large', 'investors', 'kenyans', 'imf', 'kenyas', 'incentives', 'past', 'undermining', 'revenues']"
Documentary gives peep into 1985 recording of iconic 'We are the World' song,others,"Performing Arts Documentary gives peep into 1985 recording of iconic 'We are the World' song

Lionel Richie co-producer of The Greatest Night In Pop during the premiere of the documentary at the Sundance Film Festival in Utah, US on January 19, 2024. PHOTO | POOL

By BILL ODIDI

More by this Author

“We are the world. We are the children. We are the ones who make a brighter day so let’s start giving”

On January 28, 1985, some of the biggest names in American music gathered at A&M Studios in Hollywood, Los Angeles to record a song to support famine relief in Ethiopia. We Are The World became a global anthem using the power of music to turn the world’s attention to the hunger crisis in the Horn of Africa.

The story surrounding that historic recording is revealed in The Greatest Night In Pop, a documentary that premiered at the 2024 Sundance Film Festival on January 19 and is available to stream on Netflix from January 29 2024. That date is significant because it marks exactly 39 years to the week the crème de la crème of American music gathered for a marathon recording session. As the 46 stars arrived at the studio straight from attending that night’s American Music Awards, they were greeted with a sign pinned by the record’s producer and conductor Quincy Jones, “please, check your ego at the door”.

Featuring never-before-seen footage, the film reveals the early planning stages of the recording done under United Support of Artists for Africa (USA for Africa), including the writing sessions of Michael Jackson and Lionel Richie. Some of the artists who were at that historic session including Richie, Bruce Springsteen, Smokey Robinson, Cyndi Lauper, Kenny Loggins, Dionne Warwick and Huey Lewis, along with musicians, engineers and production crew reminisce about the events of that night.

Producer Julia Nottingham and director Bao Nguyen who worked together on the 2020 documentary Be Water about legendary martial artist Bruce Lee, reunite for this project that was conceptualised during the pandemic. “My parents were refugees from Vietnam and were music fans, though, and one of the lasting memories I had of childhood was listening to Kenny Rogers and Lionel Richie records,” recalls Bao who was no more than 4 years old when We are the World was released. “Those echoes of childhood came back when Julia mentioned the project to me.

Also read: 'King of Calypso' who used music to end injustices

Among the director’s first tasks was watching the 1985 documentary We Are the World: The Story Behind the Song hosted by actress Jane Fonda and from that he drew parallels with a heist storyline. “You have all these participants who each have their own superpower, they have this impossible task of assembling this iconic team and recording this song, and they have one night to do it.”

The new film takes a different approach to the earlier documentary by focusing on the run-up to the project, reframing the archive footage and giving the viewer a fly-on-the-wall peep into the scenes in the recording studio. The singers themselves admit their own anxieties, from the trembling knees of Huey Lewis, Cyndi Lauper concerned about her jewellery leaking into the microphone and Bruce Springsteen and Bob Dylan both nervous about their solos.

A still from The Greatest Night in Pop by Bao Nguyen, an official selection of the Episodic Program at the 2024 Sundance Film Festival in Utah, US on January 19, 2024. PHOTO | POOL

Lionel Richie who cannot conceal his emotions through most scenes in the film provides the crucial link to the events surrounding the making of the song. “He is one of the most impressive, humble, hardworking stars I have come across,” says Julia Nottingham.

“From an editorial perspective, he is diligent, he’s thorough. He’s just amazing. He challenged us in the best ways and always wanted the best for it. He brought his best self to every moment in it.”

Although some of the videotapes were in poor condition and others were lost, an unlikely source came to the rescue. Journalist David Breskin who wrote an article for Life magazine about the project had kept his Dictaphone recording from the moment he was assigned the story, a few weeks prior to the recording, including in the studio.

Some of that audio was painstakingly synced to footage that had lost its audio. “No one has ever heard Michael and Lionel write that song,” says Julia “In the world of making archive films, these are gifts that you pray for, and when they arrive, you just thank your lucky star.”

Also read: US- based Kenyan creator makes waves with his footwear and music

We are the World was officially released on March 7 1985, and in another milestone, over 8,000 radio stations around the world played the song simultaneously on April 5, 1995. The record sold more than 20 million copies and won three Grammy Awards in 1986, including Song of the Year and Record of the Year, and raised more than $60 million for charity.

“Considering the chaos that happened, considering the confusion that was there, on top of the egos, we are doing the video, we are doing the vocals, we are doing the background singers, we are doing the still shots for the cover of Life magazine, in 7 hours?” Quipped Lionel Richie during the premiere of The Greatest Night In Pop at the Sundance Film Festival last weekend. “It is impossible! It worked.”

→ [email protected]","['night', 'song', 'gives', 'recording', 'peep', 'richie', 'iconic', '2024', 'sundance', '1985', 'film', 'documentary', 'music', 'world']"
Are some local banks over-risking in the Eurodollar market?,economy,"Columnists Are some local banks over-risking in the Eurodollar market?

The magnitude of their exposure to dollar-denominated instruments is a real concern in the current environment. PHOTO | SHUTTERSTOCK

By RUFUS MWANYASI

More by this Author

On Tuesday, the Central Bank of Kenya (CBK) quoted the shilling at 161.35 against the US dollar, a sharp drop from the 156.46 exchange rate at the end of December last year.

While some of the factors (both external and internal) behind this depreciation are well known, one gets a bad rap: the Eurodollar market - a misleading term referring to US dollars deposited in banks outside the United States and which are not subject to US banking regulations.

Are (some) players stockpiling dollars in anticipation that the local unit would lose further ground against the greenback and other major world currencies? I believe so.

The latest data from the Central Bank of Kenya (CBK) shows foreign currency deposits increasing at a faster pace than before. Total deposits reached Sh1.2 trillion at the end of June 2023, up 32 percent from Sh 891.5 billion as of June 2022.

Specifically, corporate bodies accumulated slightly over Sh800 billion in absolute foreign currency deposits by mid-last year compared to Sh592 Billion in the year prior. Similarly, household foreign currency deposits climbed by 26 percent to stand at Sh373 billion as at the end of June 2023 compared to a year prior.

Now, we can assume that, since corporations account for about 70 percent of the dollar deposits, these holdings are purely for international trade reasons. While that may be true, it's highly probable some players see the market as a window to long the dollar as a way to hedge against the fast-depreciating shilling.

Furthermore, with Eurodollar deposits offering attractive rates over domestic deposit rates, the trade is a no-brainer - fueling this rate premium is the fact that the Eurodollar market operates with minimal regulatory constraints, which in theory, should allow for higher deposit rates.

That said, concerns are being raised over the expanding short-term forex maturities within the banking system. Rising Eurodollars deposits, sourced as term deposits maturing at near terms (weeks to several months), although deemed low risk, pose a huge risk with the key question being: in a prolonged dollar-shortage scenario, where will banks get dollars to fill the dollar-funding gap?

Typically, these gaps should be funded by interbank forex loans, borrowing from central banks, currency swaps, etc. However, all these markets are in a tight bind because of risk and liquidity concerns. So, in a doomsday scenario, if a particularly important bank or series of banks in the Eurodollar market were to default, this could trigger damaging bank runs.

Even if a bank is sufficiently capitalised, large Eurodollar obligations are likely to undermine liquidity. Given these risks, the rapid growth of the Eurodollar market should not go unnoticed.

Although it provides an alternate channel of financing for banks to load up their balance sheets with Eurodollar liabilities, the potentially dire consequences with respect to dollar funding gaps is a major concern and needs to be monitored.

The magnitude of their exposure to dollar-denominated instruments is a real concern in the current environment.

Mwanyasi is MD, Canaan Capital","['foreign', 'overrisking', 'currency', 'local', 'risk', 'market', 'dollar', 'eurodollar', 'deposits', 'billion', 'bank', 'banks']"
Jaboya: Radical wisdom emerges from the fish for sex trade,others,"Arts Jaboya: Radical wisdom emerges from the fish for sex trade

Millaz Players cast on stage at the Kenya National Theatre. PHOTO | POOL

By MARGARETTA WA GACHERU

More by this Author

Jaboya is Dhuluo, meaning “fish for sex” and it’s a form of gendered trade that is commonly used to describe what happens every day when the fisherman at Lake Victoria come back to land and find scores of women waiting to sell themselves for fish.

“It’s a function of poverty and lack of choices,” the BD Life is told by Kathy Tate-Bradish, an HIV educator who works in Western Kenya. “It’s the major factor resulting in the counties along the lake having the highest prevalence of HIV in Kenya,” she adds.

To best understand the meaning of Jaboya, one needed to be at Kenya National Theatre recently to watch Millaz Players’ performance of Jaboya. Scripted by Emmanuel Chindia, the play captured the vibrant, sensual energy that swells the shore every time men come in with their catch of the day. That’s when women scramble to be first in line since the transactions involve both money and fish for sex freely exchanged.

Read: Two contrasting views of town and country

We meet a stew of quibbling female fishmongers, all competing for access to the men with the most fish. For a Big Fish boss like Odongo (Sultan Mbimwa), he can have sex with no less than five women a night as we see while he argues with Otieno (Samuel Baraza) over the boat he’d promised him.

It’s the Chief (Gaitan Brian) who suggests to the women that they need to stop quibbling among themselves and organise to buy a boat of their own. His radical suggestion is antithetical to the traditional taboo related to women never becoming fisher(wo)men. Now we’re getting into thorny territory since the Chief's idea essentially calls on women to challenge patriarchal (man-made) taboos.

“There’s no reason women can’t be fishermen,” Chief says, sounding like a true feminist, not a government emissary spewing the conventional patriarchal party line. It takes some time for the women to hear what he’s saying and appreciate his radical wisdom. Eventually, they start believing that owning a boat of their own makes a lot of sense.

But then, they have another problem which is trusting one another and identifying one honest leader among them who they can all believe in. But once they do, they set up their own chama or economic merry-go-round to raise the cash required to buy the boat.

As it turns out, they can almost raise the funds required, but for Sh50. That money comes from Kamum (Faith Wambui), the young schoolgirl who won a cash prize for her high marks. But she understood the implications of the women being liberated financially. Yet by her making that sacrifice, she is left with insufficient funds for school fees. It's pathetic to see how she’s left stranded at home. Her only hope lies with the women buying the boat, something they are prepared to do as the story ends.

Unfortunately, women cannot end all the outmoded taboos in a single act of revolutionary courage. One that remains involves Beryl’s family which has a timeline on sex. All sex is outlawed within Her family’s timeframe of a 10-week period.

Tragically, Opiyo (Mike Ndaka) ignored that taboo and sleeps with Beryl (Mary Mutabe). And for that, he dies, illustrating just how deeply entrenched certain cultural beliefs still are in Luo and other African cultures generally.

No one except Odongo feels the pain at Opiyo’s demise since they’d been bosom buddies forever. The issue at hand is the programme of the women. They’d been basically sex workers as well as fishmongers before. But now they're on a quest to obtain their economic freedom since they would all own the boat and all share the spoils of fishing for their own food and their own fish business.

Read: Savior unleashes wit in 'If Wishes were Horses’ effortlessly

I hope Millaz takes Jaboya to Nyanza region and to the Lake where they could invite women to see the show since it could introduce them to a few revolutionary ideas that might have a positive impact on their lives.

Jaboya is an impressive production directed by Mike Ndeda, assisted by Faiz Ouma. The show’s choreographer did such a good job that the movements of the characters flowed naturally from the script’s action. The scriptwriter, Chindia did well to assemble so many important themes, keeping them flowing organically until he found a logical way for the women to rise above their oppressive circumstances and find a viable solution that could be a real possibility.

All power to the women! And to Millaz.

→ [email protected]","['trade', 'jaboya', 'women', 'fish', 'emerges', 'millaz', 'boat', 'sex', 'lake', 'wisdom', 'kenya', 'radical']"
Kenya has what it takes to become a top medical tourism destination,others,"Columnists Kenya has what it takes to become a top medical tourism destination

A patient undergoes cancer screening at the Integrated Molecular Imaging Center (IMIC) located at the Kenyatta University Teaching Referral and Research Hospital on January 10, 2022. PHOTO | LUCY WANJIRU | NMG

By DAVID KARIUKI

More by this Author





Kenya's healthcare presents a paradox. There is a steady exodus for specialised treatments abroad, at the same time there is an influx of patients seeking Kenya's specialised skills from the region.

A total of 569 patients were sent abroad for specialised care between 2021 and 2022, with India accounting for most of these referrals. In particular, 462 referrals or four out of every five patients, went to India, accounting for an outstanding 81.2 percent. Singapore, South Africa, and Israel are other markets where Kenyans sought specialised treatment.

The most common treatment sought abroad was open heart surgery (71 patients), followed by stem cell replacements (44) and bone marrow transplants (29). Other notable treatments were kidney transplants (11), liver transplants (21), radiotherapy (26), and arterial switch operations (20). Notably, 19 patients sought medical evaluation for wellness, diagnosis and alternative treatment options, and 17 travelled for chemotherapy.

The wide range of treatments sought highlights the equally diverse needs of people travelling abroad for medical care. Reasons advanced for India as a preferred destination for medical referrals include its perceived professional medical care at more affordable prices when compared to other markets.

While Kenyans seek advanced treatments overseas, Kenya paradoxically enjoys a strong reputation among its East African neighbours, attracting referrals from Tanzania, Uganda, South Sudan, Rwanda, Burundi, and Ethiopia. Additionally, its expertise draws patients from further afield, with referrals from Nigeria and even the Democratic Republic of Congo. According to the Ministry of Health, Kenya gets 3,000 to 5,000 medical tourists from other African countries.

Patients from these countries sought specialised treatment from both public and private hospitals. The Moi Teaching and Referral Hospital (MTRH), for example, received 250 patients from neighbouring countries seeking specialised treatment. Many others were treated in various public and private health facilities.

This demonstrates that Kenya can position itself as a leading regional medical tourism destination in East Africa and beyond, attracting patients from around the world and stimulating growth across multiple sectors. In addition to helping the healthcare sector, the ensuing economic growth would empower communities, generate new employment opportunities, and advance Kenya's overall development.

The private sector will also play a key role in investing in advancing medical tourism in the country.

As we navigate through 2024, let us accelerate plans for a thriving medical tourism market in Kenya. If successful, a thriving medical tourism market would uplift lives and livelihoods.

Dr Kariuki is the KPMDC CEO.","['takes', 'referrals', 'specialised', 'medical', 'abroad', 'destination', 'treatments', 'patients', 'tourism', 'kenya', 'sought', 'treatment']"
Yony Waite: Activist artist who opened up space for indigenous Africans,others,"Visual Arts Yony Waite: Activist artist who opened up space for indigenous Africans

Yony Waite with her hand-painted chair at One Off Gallery. FILE PHOTO | POOL

By MARGARETTA WA GACHERU

More by this Author

Yony Waite is one of the most important environmental and visual artists of Kenya, East Africa, and beyond the borders of the mind as well as geography. In fact, Yony ‘emerged’ as a citizen of the world long before she came to Kenya. Her passing on will touch the hearts of many who loved and admired her as an artist and activist for the planet.

She was born in Hollywood, raised on the island of Guam, and trained artistically both at the University of California, Berkeley, and Japan where she apprenticed under sagacious Master painters. By the time she arrived in Kenya after spending time in Somalia with family, she was already a practising professional artist. She initially came as a tourist. But then, I think she was grabbed by the land, the wildlife, and the ocean.

She was briefly married to David Hopcraft and lived on the family ranch at Athi River. Fortunately, a family settlement enabled her to stay at the ranch even after the couple split up. The ranch became a home base for her when she wasn’t staying in Lamu where she established her second home, an old four-story Swahili house, not far from the Lamu Museum.

Lamu is also where she set up her Wildebeeste Workshop, held exhibitions and ran trainings in print-making on her old printing press. She also designed projects with Lamu women groups. “I would work with her and the women when I went to see her,” Yony’s sister-in-law, Linda Benvenuto told the BD Life. “Together they’d produce wonderful wall hangings that Yony would sell and bring the revenue back to the women,” Linda explains.

But Yony would never remain in one place for long. She was always on the move, always a hippie at heart from the sixties. She, like so many of her generation, was inspired by Jack Kerouac’s novel, On the Road which was all about a band of buddies who traversed the US, celebrating their freedom with jazz, poetry, and ‘mind-expanding’ substances.

But to travel, Yony needed funds, not just to travel, but to open up spaces to exhibit her art. At the time, there were few galleries. So in 1969, she and the British artist, Robin Anderson and designer David Hart started Gallery Watatu.

“I never intended to run a business [at Watatu],” Yony said in words captured during her exhibition opening with Theresa Musoke and Tabitha wa Thuku at Circle Art Gallery several years back.

Linda Benvenuto, Yony's sister-in-law, next to Yony's 6ft tall four-panelled screen in Karen, Nairobi, on January 22, 2024. PHOTO | MARGARETTA WA GACHERU | NMG

She could have been talking about why she was happy to sell Watatu to Ruth Schaffner in 1985. The other two Watatu founders had left long before, and Yony didn’t want the responsibility, so she was happy to hand over her gallery as long as she could have a permanent foothold for her art at the space.

But years before she left Watatu to Ruth, Yony was advocating for indigenous Africans to exhibit at Watatu. The ones that did included everyone from Ancent Soi and Jak Katarikawe to Etale Sukuro and Theresa Musoke.

But apart from her roles as founder of two art galleries and artist producing paintings that project some of the most enchanting semi-abstract portraits of animals in the wild, Yony will be remembered for her passionate positions on war, peace, and the power brokers who benefit off of war at the expense of innocent civilians’ lives.

For instance, Yony felt so strongly about the American invasion of Iraq that she sacrificed her identity as an American citizen in protest against the Iraq war. She subsequently became a Kenyan citizen.

Up to the end, Yony refused to ‘die gracefully’. Instead, she was ‘on the road’, still afflicted with her third bout of pneumonia, and still insisting on flying to Lamu to tie up some loose ends. She then took buses to reach Mombasa, where she went to hospital but then got on a train back to Nairobi where she went straight to Nairobi Hospital. And when she was reminded that she had no will but had said she wanted to leave something to her workers, Linda says, “She wrote on the back page of the book she was rereading,” It turns out, the book was Kerouac’s On the Road!

Yony passed on January 13, 2024, a day we’ll commemorate from now on. Her spirit is immoral so, as much as we grieve her demise, we celebrate the beauty, light, wisdom, and joy she brought to us in her art and in her life.

A small collection of Yony’s paintings will be at One Off Gallery from January 27, 2024.

→ [email protected]","['opened', 'gallery', 'watatu', 'yonys', 'art', 'women', 'activist', 'went', 'africans', 'yony', 'space', 'long', 'artist', 'indigenous', 'waite', 'lamu']"
"Beyond COP28, it is open competition between oil demands and renewables",others,"Columnists Beyond COP28, it is open competition between oil demands and renewables

President William Ruto during the National Statement at the World Climate Action Summit, COP28, Dubai. PHOTO | PCS

By GEORGE WACHIRA

More by this Author

Last year's COP28 climate forum was a fair arbitration between oil industry and competing renewable energy sectors. My understanding of the consensus is that the oil industry and renewables sectors will continue to invest within a managed energy transition, with government policies steering national and regional energy markets towards reduced carbon emissions and globally agreed climate targets while paying due attention to energy security.

Essentially, this opens up access to global funding for both oil and renewable energy sectors without recrimination, a situation that reduces activism in energy investments. And for energy economists, it will be a nightmare estimating future national and global oil demands which will additionally be impacted by the rate of renewable energy technology investments and uptake, besides the usual macroeconomics. Uncertainties or inaccuracies in global oil demand estimation can lead to oil price instability, with a negative influence on oil production investments.

Currently, the most imminent threat to oil demands across the world is the rate of electric vehicles (EVs) uptake. Unlike 10 years ago when EV technologies were nascent and experiencing doubts about their scalability, today EV unit costs continue to reduce, with mass uptake increasing especially in China, Europe, and the USA.

These countries are facilitating major production capacity expansion. At the current level of investments and research, EVs are expected to dominate the roads in 10 years.

In Kenya, we need to correctly estimate the pace of energy transition to allow the country to correctly plan its future petroleum and renewable infrastructure. Kenya, being mostly a second-hand vehicle market, will experience about a five-year lag relative to global EV uptake.

However, eventually internal combustion engine vehicles will give way to electric vehicles, a fact we need to consider when planning for petroleum and EV infrastructure.

Other areas of our energy markets that will be impacted by the energy transition are the potential replacement of fuel oil in thermal power generation and heavy industries, and the solarisation of diverse equipment that traditionally use petroleum products.

In respect of Turkana oil, we still have a window of about 15 years to monetise the oil resources to earn or save foreign exchange by exporting or reducing oil imports. How and when to include Turkana oil in Kenya’s economic and energy matrix is screaming for action. Countries around the world are having to contend with how to maximise the value from their oil resources before global oil demands diminish.

The writer is a petroleum consultant. [email protected]","['cop28', 'petroleum', 'open', 'ev', 'renewable', 'vehicles', 'global', 'energy', 'renewables', 'competition', 'uptake', 'oil', 'world', 'demands']"
Kenya plans 30 industrial parks more in push for value-addition,others,"Economy Kenya plans 30 industrial parks more in push for value-addition

Ministry of Investments, Trade and Industry Cabinet Secretary Rebecca Miano at a past event on December 13, 2023. PHOTO | BONFACE BOGITA | NMG

By BRIAN AMBANI

More by this Author

The government is seeking to build an additional 30 county aggregation and industrial parks for value addition to boost exports, even as it targets to double foreign direct investments to Sh1.6 billion this year.

Trade and Industrialisation Cabinet Secretary Rebecca Miano said the establishment of the aggregation hubs would boost value-addition across value chains and spur manufacturing productivity.

The government had initially targeted 18 County Aggregation and Industrial Parks whose construction has begun. The addition means some 48 industrial parks will now be built under the programme.

“This growth strategy includes the establishment of 30 additional County Aggregation and Industrial Parks, stimulating the activation of priority value chains across the country,” Ms Miano said.

The CAIPs are special zones being set up in all 47 counties by FY 2025/26.

The facilities will provide value-addition centres for agricultural products as well as storage facilities.

Read: KenGen reveals industrial park plans

The ministry targets to grow the contribution of Kenya’s manufacturing sector to the gross domestic product from 7.6 percent to 10 percent in 2024, with a long-term aim of 20 percent by 2030.

Ms Miano spoke during a meeting with heads of State corporations, agencies and departments within the ministry, where she laid down the strategic objectives for the current year and over the coming years.

“I would like to reiterate our ministry’s commitment to support the bottom-up economic transformation agenda and what we shall be presenting at the Cabinet retreat. Number one, we will be doubling exports to GDP from the current 10 percent, by 2027. Secondly is to double FDIs in 2024 from the current $800 million to $1.6 billion by the close of 2024,” she said.

Kenya Bureau of Standards managing director Esther Ngari said the agency continued to certify products small businesses produce, supporting their operations.

“Under operational efficiency. We achieved a remarkable 114 percent in certified products for micro, small and medium enterprises, helping them grow, and 59.2 percent increase of large firms which were certified reflecting successful operation efficiency enhancement,” she said.

At the same time, Industrialization Principal Secretary Juma Mukhwana said the ministry’s target was to wean as many agencies off exchequer support, by having them raise funds from operations.

“If you're buying raw materials and then you make a product and you sell it in the market, why do you want us to give you money?” the PS posed.

Read: Special Economic Zones, EPZs face overhaul plan

The Ministry launched a strategy it said aims to foster an environment conducive to business expansion, technological progress, and the adoption of competitive manufacturing methodologies, to spearhead a comprehensive economic transformation.

→ [email protected]","['products', 'aggregation', '30', 'value', 'push', 'economic', 'valueaddition', 'parks', 'ministry', 'miano', 'secretary', 'manufacturing', 'kenya', 'industrial', 'plans']"
Okiya Omtatah loses suit to block motor vehicle leasing policy,environment,"Economy Okiya Omtatah loses suit to block motor vehicle leasing policy

Senator Okiya Omtatah at a past court hearing. FILE PHOTO | NMG

By SAM KIPLAGAT

More by this Author

The High Court has endorsed a 2021 government policy centralising the procurement of leased motor vehicles by public bodies at the Treasury.

Dismissing a petition by Busia Senator Okiya Omtatah, High Court judge Lawrence Mugambi said the circular issued on June 26, 2021, was an amplification of what was already in law and policy (consortium procurement).

The judge said there was no need for public participation before the circular was issued by the Head of Public Service directing ministries, departments and agencies running leasing programmes to immediately register them with the Treasury to be managed centrally.

Also read: Omtatah sues to block MPs Sh4.4bn cover

“Central leasing is already incorporated in the Procurement and Asset Disposal Act 2015 and is described as consortium buying, a scheme where procurement entities can come together and procure jointly to benefit from economies of scale,” said the judge.

Justice Mugambi added that all that the circular did was to give guidance concerning that particular procurement item, but the rules did not change.

“It was not against the existing legal provisions nor was it usurpation of the roles of respective accounting officers. It did not contravene the existing statutory provisions. In my view, the circular was executive in nature and meant to guide the application of the prevailing policy,” the judge said, adding that the circular could thus not be considered a statutory instrument as argued by Mr Omtatah.

The senator had argued that policy centralising the leasing and procurement of leased motor vehicles by public bodies was invalid, as there was no public participation.

He added that the circular was made in bad faith and in contravention of the constitutional precepts of transparency, competitiveness and cost-effectiveness.

According to Mr Omtatah, the Head of Public Service has no capacity in law to unilaterally centralise the leasing programme.

It was his argument that the move would allow Treasury CS to usurp the responsibilities of specific procurement offices in the ministries, yet they have their own internal procurement systems.

The Attorney General defended the decision arguing that the government made the move to achieve value for money and that the allegation of usurping the role of accounting officers was unfounded and baseless.

The court heard that the argument by Mr Omtatah only aimed at trivializing the role of government in safeguarding public resources.

Also read: KPA loses bid to halt port grains facility tender suit

“The attainment of the objectives can only be realized if the government aggregates common user requirements that make economic sense for service providers and investors to deploy their resources that shall guarantee favourable returns on their investments,” the Attorney General submitted.

→ [email protected]","['service', 'circular', 'suit', 'okiya', 'leasing', 'court', 'mr', 'policy', 'motor', 'loses', 'block', 'vehicle', 'omtatah', 'procurement', 'public']"
Be careful with clean energy hype,environment,"Columnists Be careful with clean energy hype

Where our energy sector is today, we cannot afford to be carried away by the climate change hysteria and postpone our plans for gas and coal. PHOTO | SHUTTERSTOCK

By JAINDI KISERO

More by this Author

If you still receive the paper electricity bill, try tracking movements in the category ‘forex adjustment cost’ to appreciate the gravity of the suffering of the consumer as the Kenya shilling falls.

The depreciation of our currency hits the consumer in two ways. First, what is known in jargon as realised forex losses.

These are the losses that Kenya Power suffers when they have made foreign currency payments for actual foreign currency-denominated obligations such as power purchase costs, loans and interest on government-guaranteed foreign loans, and fuel from power plants using imported oil.

These costs are passed on to the consumer through the monthly forex adjustment costs using the Central Bank of Kenya's mean exchange rate.

Secondly, the unrealised forex losses. These are not recovered from the customer until the actual payments are made. They refer to book losses that Kenya Power suffers when it has to restate its loans and other liabilities denominated in foreign currencies in Kenya shillings, the reporting currency of its financial statements.

I hold the view that our future, in terms of both affordable prices and security of supply, will depend on the investments we make in locally produced power, including in coal and gas.

Where our energy sector is today, we cannot afford to be carried away by the climate change hysteria and postpone our plans for gas and coal.

Why is it that we no longer talk too loudly about the large coal deposits we discovered a long time ago in Kitui? Why do I get the impression that plans to import natural gas from Tanzania are on the back burner?

If you closely followed the politics of COP28, the subliminal message was that countries like China, Brazil and India are not prepared to sacrifice their economic health at the altar of the climate change cause.

This is how an Indian diplomat put it: ""We must have the right to dig coal just as the United States has a right to frack for gas"". He argued that Western countries that have taken their carbon space are leaving little space for countries from the developing world.

Expensive fuel

Thus, Kenya and Tanzania will not be out of place if they insist on pressing their right to produce natural gas and to convert some of the plants that use expensive imported fuel into using natural gas.

COP28 was happening against a backdrop of serious and urgent plans by Kenya to build a natural gas pipeline to run from Dar es Salaam to Mombasa.

This project will by far be the most significant game-changer in the efforts by the two countries to deliver cheap electricity to its citizens.

Already, Kenya Electricity Generating Company (KenGen) and the Kenya Ports Authority (KPA) had identified a suitable location for the building of both an LNG terminal and an LNG power plant in the Dongo Kundu, Mombasa.

Several years ago, Kenya — in anticipation of the proposed LNG pipeline from Dar es Salaam to Mombasa — came up with laws and regulations that oblige fuel power stations to convert from expensive fuel to cheaper natural gas as soon as the natural gas is available and is within reach.

The project will change the landscape and maths of power generation because, within the Mombasa region alone, Kenya has five power stations that will be obliged to do a fuel-for-natural gas swap when the Dar to Mombasa pipeline is completed.

Natural gas

The power plants which will have to implement fuel for natural swaps include Kipevu 1 with an installed capacity of 75MW, Kipevu 2 (74.5 MW) Kipevu GT (60MW), Rabai (90MW) and Kipevu 3 (120 MW).

The benefits from conversion to natural gas will be huge because based on current electricity prices, the estimates are that Kenya will experience an annual saving of Sh10 billion per year to electricity consumers.

With the public transport being the biggest cause of distributed air pollution, the conversion to gas will contribute to improved air quality.

The benefits to Tanzania will also be huge. The current estimates are that the country will earn $324 million in natural gas sales and a further $162 million in wheeling charges.

With the pipeline construction costs estimated at $700 million, the project constitutes one of the largest FDI inflows into Tanzania in recent years.

East Africa must resist the temptation of blindly joining the green lobby power by leaving their oil, gas, and coal in the ground in exchange of pledges for climate financing from the West.

The writer is a former managing editor of The EastAfrican.","['plans', 'gas', 'pipeline', 'natural', 'electricity', 'fuel', 'power', 'tanzania', 'energy', 'careful', 'hype', 'clean', 'kenya', 'coal']"
"Small dress, men's stares and a father's fears at Talisman",others,"Food & Drinks Small dress, men's stares and a father's fears at Talisman

Talisman Restaurant. PHOTO | POOL

By JACKSON BIKO

More by this Author

My daughter wore a very small black dress for her birthday dinner. I have a history with it. I bought it when I travelled to New York. I was guided by a photo and specific instructions from her. Unable to find it in stores, I eventually found it on Amazon, which dropped it off at a drop-off point in Long Island where I was staying, and spent an hour at night looking for the drop-off point.

She looked devastating in it. She wanted to see the gardens at Talisman and as we made our way through the restaurant, men stared at her. I wanted to shout at them, “She is only 16!” The whole night, I sat there feeling a mix of feelings; pride and fear.

Proud that she was turning into a resourceful, respectable, and self-aware woman. Fearful that now she would meet all sorts of men, some terrible, and that she would hurt at times. Fearful that she would leave me in two years to chase her dreams and build her community as I grow old and arthritic and not be able to chew my food.

Our waiter was very kind to us and very attentive to her. Made her feel special. We both had the Chicken Al Limone and creamy mash, which was one of the best meals I’d had in a while. She ordered a mocktail to make her feel sophisticated and ladylike. My son, who barely talked to us because he insisted on bringing his goddamn tablet for dinner, had something fishy.

In the end, they brought out her cake from the kitchen under the hullabaloo of song and dance that she had warned me against. She turned and stared at me murderously and lovingly. I hate song and dance too but come on, it’s sweet 16! I wanted to make her 16th night memorable. I - egotistically, as a father should - wanted none of her boyfriends to match this night but also to give her a decent benchmark for them to do.

What a beautifully heartbreaking night at Talisman it was. Felt like we were all crossing the Rubicon.

→ [email protected]","['small', 'night', 'song', 'men', 'restaurant', 'feel', 'wanted', 'stared', 'fearful', 'stares', 'dress', 'talisman', 'fears', 'fathers', 'mens']"
